January,February,March,April,May,June,July,August,September,October,November,December
179,288,354,14,190,46,5,347,98,196,166,12
179,295,354,14,190,48,1,347,98,203,164,12
179,305,353,15,193,41,356,347,99,203,164,12
180,313,352,16,192,44,353,347,99,202,165,12
181,324,352,17,191,48,349,347,99,205,165,15
182,327,352,17,190,53,347,347,99,205,164,15
183,335,352,18,189,56,345,347,99,202,165,15
183,336,352,20,189,55,345,347,100,193,165,15
181,338,352,22,190,57,348,347,101,191,164,14
177,345,351,32,192,56,349,348,101,191,163,14
174,346,351,35,197,55,350,348,101,191,162,14
172,348,351,37,238,54,351,348,102,187,161,14
170,349,193,38,261,53,354,348,102,189,161,13
170,351,191,40,280,52,357,215,102,190,161,13
170,352,192,41,296,51,1,215,102,192,162,13
170,357,190,40,309,51,1,215,102,191,163,15
170,358,189,40,319,50,1,215,102,189,170,15
170,358,188,32,326,91,320,216,102,187,176,15
169,359,184,30,332,96,315,217,102,185,178,17
169,360,185,28,336,98,313,216,102,184,173,17
176,3,186,26,340,100,311,214,102,183,172,17
176,3,186,26,343,95,313,212,102,182,172,17
176,4,182,28,356,96,312,210,101,181,172,18
175,4,183,30,355,97,315,208,101,179,171,18
174,4,183,32,355,98,315,206,101,177,167,18
288,3,183,33,355,98,320,204,101,175,168,18
296,2,182,35,354,91,319,203,101,173,167,18
300,208,181,36,354,90,318,202,101,171,165,12
303,204,179,40,353,87,317,202,101,168,168,12
305,205,178,43,353,74,321,208,101,166,169,11
306,206,177,16,353,72,322,209,101,163,170,11
307,203,175,15,353,68,323,212,102,162,166,11
310,199,173,15,353,63,324,216,101,161,166,11
314,201,174,15,352,58,326,222,101,261,167,11
22,200,173,15,352,52,328,353,99,266,162,12
22,201,175,16,352,47,330,353,98,276,163,12
22,203,173,18,352,32,332,353,96,283,164,17
22,9,175,12,352,31,333,353,94,292,164,17
22,7,174,6,352,30,334,353,92,302,164,17
21,8,172,5,352,30,336,353,91,305,166,17
210,9,173,3,352,29,338,353,89,308,165,17
199,9,170,4,353,29,339,354,88,313,167,17
190,10,171,3,353,29,341,354,87,317,165,17
182,11,169,2,353,29,14,354,86,320,164,17
171,10,167,5,353,28,14,354,85,324,162,17
171,10,168,6,168,28,14,355,84,328,159,17
172,11,166,7,169,28,13,355,83,330,157,17
174,11,165,8,171,28,12,355,82,332,155,16
174,11,166,10,172,28,11,355,81,333,154,16
173,12,164,12,173,27,11,355,80,334,152,17
171,12,163,13,174,27,10,205,80,335,151,17
168,12,162,13,176,27,9,204,78,337,151,18
167,11,163,14,175,26,8,206,80,339,151,19
165,224,162,15,174,26,7,205,81,342,156,19
163,215,162,15,177,26,6,204,83,347,156,19
161,214,161,16,177,25,6,205,84,348,156,19
159,213,161,16,180,25,3,204,84,348,155,18
158,206,160,17,179,25,3,205,85,218,155,18
156,207,160,17,181,24,3,204,85,215,154,18
149,208,160,18,180,24,3,204,87,208,153,17
148,203,161,18,179,23,4,203,87,202,153,17
294,205,161,19,178,23,2,202,87,202,153,16
292,208,161,18,176,22,2,201,87,198,153,16
290,205,160,17,177,22,3,200,87,195,153,15
288,209,160,16,175,22,3,200,87,192,154,15
141,212,154,15,174,22,4,199,87,189,154,15
142,218,153,14,173,21,5,198,88,190,155,15
137,224,153,13,172,21,5,198,89,189,156,15
100,229,153,12,172,22,5,197,89,189,157,16
93,246,153,12,171,22,5,196,90,189,159,16
91,248,154,12,170,22,5,195,90,187,160,16
88,250,155,12,169,22,6,194,91,187,160,16
86,250,156,12,168,22,6,194,92,187,160,14
84,250,157,12,166,22,7,193,93,186,160,14
84,250,158,13,167,22,7,195,93,184,159,15
83,249,158,13,168,22,8,194,94,182,165,15
82,247,157,16,169,21,8,195,94,181,165,15
83,245,156,17,169,21,7,197,94,179,164,15
82,244,155,17,167,22,7,199,94,179,173,15
82,243,159,18,168,22,8,198,93,178,185,15
83,242,158,18,170,22,8,199,93,177,187,16
83,240,156,18,170,22,8,198,92,173,190,16
84,237,155,19,170,21,9,198,92,171,192,14
82,223,154,19,170,21,9,196,91,169,192,15
83,222,152,19,170,21,9,194,91,167,186,16
83,215,150,19,169,21,10,192,91,165,188,19
83,215,155,19,174,20,178,191,91,163,190,24
82,215,154,19,173,20,179,189,90,161,192,26
81,214,151,19,171,21,179,188,90,160,194,27
80,207,149,19,170,20,179,187,90,159,195,28
78,206,147,19,169,20,182,187,89,158,195,38
77,206,146,17,173,20,181,190,89,166,190,54
77,207,145,17,172,185,183,192,88,165,190,58
77,207,151,16,171,188,184,193,88,166,189,61
76,206,152,16,170,182,186,191,87,168,190,63
76,205,148,16,169,181,183,192,87,173,190,64
152,203,149,17,168,181,183,189,86,286,191,65
145,201,151,20,167,177,183,189,86,261,185,72
155,200,152,20,175,178,185,188,86,278,186,72
163,199,152,20,165,178,186,184,86,288,186,72
157,339,152,21,164,178,191,184,86,295,187,73
166,351,152,21,163,177,195,186,85,300,188,73
161,351,151,21,169,178,195,186,85,309,188,73
167,352,151,21,182,180,194,186,85,305,188,72
171,352,151,21,185,176,192,185,84,307,187,77
154,352,151,21,188,179,189,184,84,309,187,78
150,353,151,21,180,175,187,182,84,312,187,78
147,355,148,21,182,177,184,179,83,315,187,78
145,357,148,21,184,180,182,176,83,330,186,77
122,360,147,21,185,176,181,174,83,333,185,76
122,2,147,21,180,178,180,172,83,336,184,75
122,4,146,21,181,180,184,170,82,339,184,74
123,5,145,21,182,181,183,168,82,341,178,17
123,8,143,21,182,183,182,167,82,342,178,17
124,9,141,21,182,184,174,165,81,340,179,17
125,9,139,20,181,180,173,164,80,343,180,17
126,10,137,20,180,183,171,163,78,345,180,17
127,8,136,20,180,185,169,163,79,347,181,17
128,9,135,20,179,186,167,162,77,350,181,17
137,9,134,20,180,187,172,162,75,350,181,18
136,9,133,20,188,188,173,167,72,350,180,18
136,10,127,20,190,188,175,168,68,350,179,18
136,10,126,20,192,189,177,168,155,350,179,17
136,10,126,20,190,190,178,169,165,350,178,17
142,11,119,20,189,190,180,169,161,351,177,17
143,11,121,20,189,191,280,169,167,351,176,17
193,11,123,19,194,190,274,169,160,351,174,17
197,198,125,19,209,189,252,169,166,352,173,17
187,197,120,19,215,187,260,170,172,208,173,17
191,191,122,20,222,186,249,170,174,203,172,18
193,192,124,20,235,186,244,174,173,203,170,19
196,189,125,20,276,193,241,28,169,198,174,23
198,188,126,20,289,193,231,31,166,197,172,25
199,189,125,20,293,193,211,32,157,197,170,28
200,189,124,20,292,192,212,33,159,196,167,31
200,190,123,21,286,191,213,35,159,195,165,34
201,188,122,21,278,190,219,45,163,192,167,37
202,188,121,21,269,189,227,49,163,192,165,41
204,187,119,21,263,189,310,55,164,188,163,46
205,186,117,21,255,189,311,62,162,187,161,50
197,185,116,20,248,195,309,53,161,184,159,53
198,180,123,20,242,195,310,59,160,185,158,56
200,180,121,20,9,196,310,66,159,185,161,61
202,179,132,20,221,196,311,73,159,184,159,63
203,179,132,20,210,196,311,66,159,182,159,63
205,178,133,20,208,200,311,71,159,179,158,64
207,177,122,19,203,199,311,75,159,177,157,64
208,176,123,19,198,197,312,78,160,175,163,64
204,174,123,19,200,196,313,81,162,173,163,63
205,171,123,148,195,195,313,351,169,171,163,63
206,169,122,147,198,195,315,352,287,172,162,63
207,167,122,149,193,195,320,350,293,171,158,50
208,166,121,148,194,301,329,350,296,169,157,49
209,165,121,149,194,301,331,350,299,168,157,49
210,164,121,148,196,297,334,350,300,166,153,48
211,164,125,148,198,294,336,348,302,163,153,47
213,164,125,147,199,290,339,349,304,161,152,45
215,163,125,146,201,285,341,349,306,159,152,57
218,162,130,145,202,279,338,349,311,163,152,55
221,162,131,144,203,274,341,347,313,161,152,53
222,167,131,143,200,270,337,347,319,159,156,50
223,166,131,109,202,267,339,347,320,158,157,48
222,164,132,103,203,265,342,348,321,156,157,45
221,163,132,101,204,265,343,348,323,156,158,43
221,161,133,98,206,316,343,348,325,359,158,40
233,159,134,96,206,317,344,348,335,359,155,38
232,158,136,94,203,319,344,348,337,359,156,35
229,156,137,93,203,321,345,348,340,359,157,43
224,155,139,92,196,323,345,348,342,359,154,40
223,154,140,90,195,325,346,347,344,359,154,36
219,154,140,89,195,291,346,347,346,183,154,32
220,153,141,88,195,293,346,348,347,179,154,29
216,152,141,87,198,295,347,348,349,176,154,35
217,152,140,86,202,278,347,348,347,173,154,31
210,150,139,85,205,278,346,348,348,176,155,37
210,149,139,348,208,279,346,348,349,174,155,34
210,149,139,1,208,278,346,349,350,179,155,30
209,148,138,16,206,277,347,349,350,183,155,22
209,145,137,12,204,275,347,349,350,182,154,14
210,145,135,10,203,270,347,349,347,186,153,10
210,146,133,12,201,262,347,350,340,188,153,8
212,146,132,31,205,252,347,350,339,191,153,8
215,146,130,34,204,243,347,349,337,193,153,7
223,140,128,38,4,236,348,349,335,193,153,6
233,138,126,41,5,230,342,349,333,191,151,6
252,137,124,35,5,187,348,350,330,189,149,8
263,135,122,39,5,223,347,350,328,187,142,7
276,100,127,41,5,218,347,350,326,185,139,6
291,38,125,44,5,216,351,350,325,183,135,5
307,33,122,46,5,213,351,351,323,181,133,6
321,29,119,48,6,211,350,351,322,179,124,5
332,27,116,49,6,209,350,351,331,177,124,4
341,24,120,49,6,211,355,352,329,174,123,3
352,22,118,47,6,209,355,352,329,172,114,1
351,20,116,47,7,208,355,352,328,171,114,359
352,19,113,47,7,206,355,353,336,176,113,359
353,18,110,47,7,204,355,353,335,175,113,358
354,18,107,46,8,203,358,354,335,174,102,357
355,18,120,18,8,202,359,354,337,173,102,360
357,19,123,18,8,201,356,355,340,173,102,0
358,20,143,20,8,203,356,355,344,173,93,1
359,21,147,20,8,202,357,356,346,172,94,359
1,22,151,20,8,200,357,356,349,171,94,0
2,24,138,20,8,199,358,115,351,168,95,2
3,25,140,20,8,200,358,113,353,166,96,2
2,26,142,20,8,197,358,111,352,171,97,4
3,26,143,21,8,193,360,109,351,167,99,6
3,26,144,21,8,192,1,107,351,164,101,7
178,26,159,21,8,190,2,106,351,161,102,9
176,26,161,22,8,189,183,104,353,157,103,9
3,26,163,22,8,189,182,99,356,157,105,9
3,26,164,22,8,188,184,101,7,153,106,9
4,26,180,22,8,188,184,101,9,151,108,10
5,25,180,22,13,188,184,102,12,158,109,11
6,25,179,22,14,188,182,103,13,166,109,11
6,25,179,24,14,189,180,104,14,173,98,10
18,24,178,155,13,188,176,105,13,178,97,11
17,24,178,156,12,187,174,106,12,181,96,11
17,24,177,157,12,184,172,107,18,183,97,12
17,23,175,157,13,183,171,107,22,184,98,13
14,23,173,159,13,181,170,106,21,184,102,14
14,23,171,158,13,182,162,106,24,184,107,15
14,22,173,160,12,182,347,107,22,183,103,13
13,22,171,159,12,182,348,107,20,183,109,14
13,22,169,157,12,183,172,106,18,182,115,15
12,22,168,159,12,183,177,106,20,182,119,15
12,21,166,158,12,182,179,106,19,182,109,16
10,21,165,157,11,182,180,105,17,176,110,17
9,21,163,157,11,182,180,3,24,177,110,17
9,21,162,157,11,182,169,4,26,172,110,18
9,21,160,160,11,15,167,1,26,173,110,18
9,20,159,160,11,15,167,3,26,173,98,19
9,20,157,161,11,16,161,7,25,175,97,19
9,20,156,161,11,16,161,6,25,171,95,20
297,20,149,162,11,16,163,11,25,173,94,20
310,20,149,163,11,18,164,10,25,174,92,18
320,21,148,163,11,18,166,8,20,175,90,19
328,21,147,164,11,18,169,6,20,175,83,19
329,21,146,164,11,20,169,4,20,176,83,19
329,20,146,164,11,20,169,2,19,184,83,19
336,20,145,164,11,20,169,1,19,185,83,20
335,20,144,164,136,188,165,360,20,185,83,20
334,20,143,164,135,184,164,359,25,186,84,20
333,20,342,163,138,185,163,358,25,185,85,20
330,20,350,162,137,184,163,360,25,184,85,20
315,21,351,161,136,186,162,0,25,181,86,21
311,21,359,161,137,183,161,1,26,177,86,21
314,21,2,160,135,184,160,3,26,173,86,21
311,21,6,160,133,183,159,4,26,169,90,21
309,21,9,159,130,183,158,6,26,166,90,21
309,20,126,159,129,183,157,8,27,164,91,21
309,20,128,159,126,183,155,10,27,162,97,21
313,20,130,157,123,181,154,11,27,169,93,21
314,20,132,156,119,177,153,12,27,156,95,21
315,20,132,155,116,172,152,13,27,147,90,21
316,19,132,153,112,169,148,14,27,147,92,22
318,19,131,152,109,167,147,15,27,151,94,22
321,323,130,151,105,170,143,15,27,155,95,22
324,315,128,151,102,182,142,16,27,153,96,22
327,300,123,151,99,187,143,16,27,157,97,22
324,297,122,151,96,192,144,17,27,156,94,22
327,297,201,150,83,194,145,17,26,156,95,22
340,295,200,150,91,195,147,21,26,156,97,206
344,298,198,150,90,197,148,22,24,157,98,206
348,296,195,150,89,191,148,22,24,159,99,205
12,294,192,149,88,188,149,23,24,161,99,204
12,291,188,148,86,190,150,23,23,163,100,202
12,289,191,148,85,186,150,24,23,159,100,200
12,287,189,147,83,184,151,24,23,161,100,23
9,285,187,147,81,182,151,24,23,163,100,23
8,284,185,147,80,187,155,25,22,165,100,23
8,283,186,147,90,185,156,25,22,166,100,22
8,282,187,147,94,185,155,25,22,167,99,22
7,272,188,149,110,185,154,25,22,168,99,22
5,272,167,149,121,192,153,25,21,169,99,22
5,274,161,149,124,280,153,25,21,169,99,22
4,273,152,153,137,277,152,25,21,170,99,19
4,340,143,153,144,253,154,25,22,300,99,18
5,345,135,152,132,245,151,25,22,305,99,18
6,0,128,152,129,207,151,25,23,312,100,18
7,12,123,152,126,210,151,24,25,320,100,17
7,15,95,151,123,212,151,24,28,330,101,17
9,15,93,149,123,212,150,24,29,339,101,17
10,168,228,147,146,211,150,172,30,346,102,12
11,155,219,145,151,210,147,173,31,356,102,12
12,142,211,144,153,209,144,175,31,0,102,172
12,131,204,142,153,208,144,178,31,4,102,169
199,115,199,141,150,206,140,180,30,7,103,165
195,105,192,140,146,200,141,181,30,9,103,162
199,87,187,140,142,199,141,181,30,11,103,161
195,75,188,139,138,198,140,181,29,12,104,160
198,65,186,138,133,199,141,181,29,13,104,160
199,60,186,137,127,200,142,182,28,14,105,159
200,63,185,137,140,202,143,182,27,15,108,157
200,68,185,135,137,200,144,181,26,15,109,157
200,71,184,134,134,201,144,179,26,10,109,157
199,73,182,132,146,202,145,176,25,11,109,156
199,73,182,131,146,202,145,177,25,12,109,157
198,72,181,129,148,203,145,177,24,13,108,157
198,81,180,127,146,206,145,178,24,14,111,157
199,79,179,125,153,212,145,176,24,14,110,156
200,77,178,124,157,225,145,175,24,15,110,156
203,74,177,122,162,250,145,174,24,16,109,155
206,72,175,121,164,271,145,175,24,17,109,155
200,68,174,120,164,283,145,176,23,17,109,154
207,64,173,119,165,285,139,179,26,18,111,153
219,59,172,118,164,295,139,182,26,18,111,151
254,53,171,117,163,302,138,184,25,18,111,150
292,16,170,116,160,311,137,186,25,18,111,147
306,16,169,115,160,319,136,187,25,19,111,153
319,16,168,115,159,326,135,186,25,19,112,152
325,332,168,114,159,328,134,185,25,18,112,152
334,334,168,113,158,330,132,184,25,18,112,153
337,16,168,113,157,332,130,184,25,18,112,154
339,15,166,112,157,337,128,183,25,18,115,156
341,15,165,112,158,338,125,183,24,18,115,158
343,15,165,112,157,339,341,182,24,18,115,159
346,14,164,112,157,339,337,190,24,18,124,161
351,14,163,112,157,340,334,188,24,18,125,162
352,14,162,112,157,341,339,185,24,18,126,155
352,14,160,112,159,342,349,182,24,18,127,154
355,14,158,113,158,341,17,178,24,18,129,152
355,13,157,110,158,343,20,183,24,17,143,151
356,13,155,111,161,344,54,181,24,126,145,149
2,14,156,111,161,344,56,194,24,130,146,148
3,14,155,112,161,346,58,197,24,129,139,155
3,179,154,112,164,347,59,189,24,134,140,154
3,179,152,113,175,348,36,193,24,133,142,153
4,179,151,109,178,350,39,196,23,130,144,151
8,179,152,109,180,351,41,192,23,136,146,150
8,182,150,110,177,352,43,188,23,132,146,150
8,182,149,110,179,354,16,184,23,127,146,149
9,181,148,111,181,355,16,183,23,124,145,153
10,183,148,112,182,355,357,185,23,130,144,153
11,176,147,107,183,359,358,184,23,128,143,165
10,176,145,107,183,0,359,186,23,126,142,170
11,177,144,108,183,1,360,187,23,132,142,173
12,178,143,109,183,6,1,187,22,131,141,176
13,180,142,110,182,8,2,187,22,136,141,177
13,183,140,110,182,9,3,185,22,135,140,178
12,188,138,111,181,189,4,184,22,137,137,178
13,198,137,123,179,190,5,182,22,136,130,177
13,228,135,124,179,188,6,181,22,135,123,189
13,234,133,119,179,188,7,180,22,133,115,191
13,220,131,119,180,187,9,180,22,134,107,182
13,217,129,119,183,186,11,179,22,132,102,185
14,214,127,119,184,185,13,185,22,130,98,187
14,213,125,118,184,184,15,185,22,128,95,190
14,207,123,116,184,183,17,185,22,125,93,182
15,207,121,114,184,182,22,185,22,122,92,183
15,207,119,111,184,181,35,190,22,119,91,184
15,206,118,109,184,181,36,190,22,114,90,185
15,199,117,104,185,181,37,190,22,111,96,186
15,199,117,97,185,182,38,191,22,108,95,186
15,197,116,100,187,183,37,192,22,104,94,186
15,327,115,97,189,184,38,193,22,102,93,185
15,331,114,103,192,185,38,194,185,100,100,185
16,338,113,100,195,186,38,195,184,99,98,184
16,343,112,96,197,186,38,196,183,98,109,183
16,347,111,90,200,187,38,197,185,97,109,182
15,350,111,94,200,19,37,196,183,97,110,182
14,353,110,89,200,19,36,199,184,96,111,181
14,352,109,86,199,19,36,198,184,95,112,180
14,356,108,94,202,20,35,196,185,94,112,180
14,358,107,93,203,20,35,194,185,93,113,179
13,7,106,101,203,20,35,192,184,92,107,180
13,14,106,99,202,20,34,191,185,91,108,181
13,18,105,103,201,20,33,193,186,90,108,182
13,19,103,101,199,20,33,212,188,88,109,182
12,18,103,99,197,20,32,209,189,87,109,182
12,18,104,102,196,20,31,221,190,82,110,181
12,17,104,101,195,20,31,218,190,82,110,180
12,17,105,100,194,20,30,214,190,81,110,180
12,17,105,100,195,20,29,228,190,81,109,181
12,17,103,99,195,20,28,226,190,80,109,181
13,17,103,98,194,20,150,223,189,80,107,181
13,17,104,97,192,20,151,218,189,79,106,180
13,17,105,96,189,191,153,226,188,79,107,180
14,17,105,96,189,189,155,220,187,79,104,178
12,17,103,94,188,189,156,174,186,79,101,177
13,17,103,92,188,188,157,171,181,79,98,359
13,17,103,87,188,188,158,172,179,79,96,360
13,17,103,79,186,187,159,165,176,81,95,0
13,17,104,70,186,351,159,160,174,81,93,1
13,18,102,67,186,352,160,157,172,81,93,1
13,18,102,60,185,352,161,155,170,81,95,2
14,17,103,49,184,352,162,154,168,81,97,2
14,17,103,33,181,351,164,151,166,81,100,2
13,17,103,29,180,351,166,148,165,86,103,3
13,17,103,28,178,351,170,146,163,86,99,4
13,17,104,27,177,351,171,145,161,86,100,5
13,17,104,26,175,352,178,144,160,86,101,6
13,262,110,26,173,352,182,142,158,87,101,8
13,258,112,26,172,352,180,141,157,87,100,9
14,245,133,26,172,352,181,139,155,87,100,10
14,238,134,26,173,353,181,138,154,88,99,11
14,230,135,26,173,353,180,136,149,88,97,12
14,217,135,26,171,184,178,132,148,88,96,13
14,210,136,25,170,184,176,133,148,96,95,14
14,205,136,25,168,184,173,131,148,96,94,14
14,205,149,25,167,185,169,131,149,96,98,14
15,201,150,25,165,186,166,128,151,96,97,15
15,203,150,25,164,187,162,129,151,104,97,15
15,199,151,25,162,188,159,129,151,103,98,15
206,202,151,25,160,189,155,128,151,101,98,15
206,203,152,25,158,189,152,129,151,100,99,15
205,201,153,25,155,188,150,130,150,99,100,15
205,202,154,25,153,187,157,132,150,102,108,15
205,203,154,25,151,186,158,133,150,100,113,15
204,203,154,25,148,185,158,134,150,98,119,16
204,196,153,24,146,183,159,135,150,96,126,16
205,196,152,24,144,178,159,135,149,98,132,17
205,195,151,24,143,177,153,132,148,96,136,17
205,197,150,24,141,173,154,132,147,121,137,17
198,195,150,24,140,172,154,131,147,117,134,17
198,192,149,24,139,171,153,130,146,112,113,17
198,192,148,25,138,171,153,129,145,111,108,17
198,190,148,25,137,171,152,122,145,108,105,17
199,198,147,25,136,171,151,121,144,107,102,17
199,213,147,26,135,169,147,120,144,109,101,17
199,214,147,26,133,167,359,119,144,111,101,17
206,214,147,28,133,165,358,117,339,111,102,17
206,213,146,29,131,163,359,116,337,110,103,16
206,212,150,31,342,162,359,114,335,111,106,16
205,197,149,48,335,161,356,112,336,110,109,16
204,195,148,49,328,160,357,110,337,109,127,16
203,193,148,50,328,159,359,107,340,107,131,125
205,204,3,50,328,158,358,104,336,106,133,129
204,204,3,48,329,157,358,107,339,98,135,129
202,205,2,47,330,157,2,106,336,97,136,129
201,206,2,45,334,156,2,77,338,92,138,128
200,207,2,43,336,154,3,77,335,94,139,17
199,207,359,40,342,153,6,77,336,97,152,17
198,205,359,38,349,150,7,78,336,94,152,17
197,196,359,36,6,148,7,79,335,95,152,15
196,197,359,34,12,142,7,80,336,96,152,16
196,204,359,33,16,139,7,141,337,96,151,16
199,204,359,33,18,136,10,152,339,95,155,16
199,204,359,33,20,133,11,159,341,95,159,16
199,204,356,36,80,130,11,144,343,94,161,17
198,236,356,39,82,128,11,125,344,93,162,154
198,241,357,43,83,127,11,126,345,92,162,160
198,268,357,47,84,126,12,125,345,91,163,160
202,288,0,50,85,126,15,124,347,89,167,167
202,299,1,51,86,128,15,123,346,82,168,171
202,310,2,51,87,134,15,120,344,80,163,175
202,315,2,50,87,132,15,118,340,78,162,175
201,322,3,49,84,131,16,115,334,16,160,174
